date,tmean_c_llang,tmin_c_llang,tmax_c_llang,p_mm_llang,rh_mean_pct_llang,wind_speed_mean_ms_llang,sw_in_mean_wm2_llang,tmean_c_quil,tmin_c_quil,tmax_c_quil,p_mm_quil,rh_mean_pct_quil,wind_speed_mean_ms_quil,sw_in_mean_wm2_quil,elev_a_m,elev_b_m,delta_t_c,lapse_rate_c_per_100m
2013-11-07,,,,0.0,,,,,,,1.2,,1.4270833333333333,218.89583333333331,3850.0,3600.0,,
2013-11-08,,,,0.0,,,,,,,0.0,,0.9545833333333332,250.20833333333331,3850.0,3600.0,,
2013-11-09,,,,0.0,,,,,,,0.0,,1.3325,150.5625,3850.0,3600.0,,
2013-11-10,,,,0.0,,,,,,,6.0,,0.7979166666666666,163.5,3850.0,3600.0,,
2013-11-11,,,,0.0,,,,,,,0.4,,1.2375,238.02083333333331,3850.0,3600.0,,
2013-11-12,,,,0.0,,,,,,,1.6,,0.5666666666666667,176.75,3850.0,3600.0,,
2013-11-13,,,,0.0,,,,,,,0.2,,0.7758333333333334,124.29166666666669,3850.0,3600.0,,
2013-11-14,,,,0.0,,,,,,,0.0,,1.4691666666666665,185.64583333333331,3850.0,3600.0,,
2013-11-15,,,,0.0,,,,,,,0.4,,1.5,187.64583333333331,3850.0,3600.0,,
2013-11-16,,,,0.0,,,,,,,0.0,,1.93,231.14583333333331,3850.0,3600.0,,
2013-11-17,,,,0.0,,,,,,,3.4,,0.87125,99.9375,3850.0,3600.0,,
2013-11-18,,,,0.0,,,,,,,1.4,,0.6608333333333333,115.1875,3850.0,3600.0,,
2013-11-19,,,,0.0,,,,,,,0.0,,1.5416666666666667,217.89583333333331,3850.0,3600.0,,
2013-11-20,,,,0.0,,,,,,,5.0,,1.1754166666666668,127.41666666666669,3850.0,3600.0,,
2013-11-21,,,,0.0,,,,,,,3.4000000000000004,,1.2591666666666663,122.5625,3850.0,3600.0,,
2013-11-22,,,,0.0,,,,,,,2.0,,0.3349999999999999,96.875,3850.0,3600.0,,
2013-11-23,,,,0.0,,,,,,,2.0,,0.82875,133.72916666666666,3850.0,3600.0,,
2013-11-24,,,,0.0,,,,,,,0.0,,1.4791666666666667,263.4166666666667,3850.0,3600.0,,
2013-11-25,,,,0.0,,,,,,,0.6000000000000001,,0.7029166666666667,147.22916666666666,3850.0,3600.0,,
2013-11-26,,,,0.0,,,,,,,0.0,,0.88125,249.95833333333331,3850.0,3600.0,,
2013-11-27,,,,0.0,,,,,,,0.0,,1.1116666666666666,205.72916666666663,3850.0,3600.0,,
2013-11-28,,,,0.0,,,,,,,2.0,,0.6820833333333334,118.5,3850.0,3600.0,,
2013-11-29,,,,0.0,,,,,,,2.8000000000000003,,0.98625,148.22916666666666,3850.0,3600.0,,
2013-11-30,,,,0.0,,,,,,,4.2,,1.03875,112.625,3850.0,3600.0,,
2013-12-01,,,,0.0,,,,,,,3.4000000000000004,,1.2383333333333333,117.97916666666669,3850.0,3600.0,,
2013-12-02,,,,0.0,,,,,,,3.2,,1.028333333333333,187.66666666666663,3850.0,3600.0,,
2013-12-03,,,,0.0,,,,,,,21.4,,0.7970833333333333,102.45833333333331,3850.0,3600.0,,
2013-12-04,,,,0.0,,,,,,,9.8,,1.0075,255.79166666666663,3850.0,3600.0,,
2013-12-05,,,,0.0,,,,,,,14.2,,0.8495833333333334,127.875,3850.0,3600.0,,
2013-12-06,,,,0.0,,,,,,,3.0,,1.0174999999999998,171.35416666666666,3850.0,3600.0,,
2013-12-07,,,,0.0,,,,,,,2.4,,0.7341666666666667,105.04166666666669,3850.0,3600.0,,
2013-12-08,,,,0.0,,,,,,,16.8,,0.7770833333333332,136.8125,3850.0,3600.0,,
2013-12-09,,,,0.0,,,,,,,2.2,,1.2904166666666663,221.5,3850.0,3600.0,,
2013-12-10,,,,0.0,,,,,,,2.0,,1.153333333333333,195.8125,3850.0,3600.0,,
2013-12-11,,,,0.0,,,,,,,1.6,,1.14375,210.02083333333331,3850.0,3600.0,,
2013-12-12,,,,0.0,,,,,,,5.0,,0.6504166666666666,112.64583333333331,3850.0,3600.0,,
2013-12-13,,,,0.0,,,,,,,17.0,,0.8066666666666666,146.41666666666666,3850.0,3600.0,,
2013-12-14,,,,0.0,,,,,,,0.0,,0.93375,153.33333333333334,3850.0,3600.0,,
2013-12-15,,,,0.0,,,,,,,5.800000000000001,,1.268333333333333,171.89583333333334,3850.0,3600.0,,
2013-12-16,,,,0.0,,,,,,,5.4,,1.0179166666666666,199.0625,3850.0,3600.0,,
2013-12-17,,,,0.0,,,,,,,21.4,,1.0175,131.20833333333334,3850.0,3600.0,,
2013-12-18,,,,0.0,,,,,,,0.2,,1.2691666666666668,236.95833333333331,3850.0,3600.0,,
2013-12-19,,,,0.0,,,,,,,1.6,,1.5733333333333333,232.6875,3850.0,3600.0,,
2013-12-20,,,,0.0,,,,,,,0.0,,1.8041666666666665,240.5625,3850.0,3600.0,,
2013-12-21,,,,0.0,,,,,,,0.0,,1.6154166666666667,254.77083333333331,3850.0,3600.0,,
2013-12-22,,,,0.0,,,,,,,0.0,,1.7095833333333337,288.6041666666667,3850.0,3600.0,,
2013-12-23,,,,0.0,,,,,,,0.2,,1.1116666666666666,188.66666666666663,3850.0,3600.0,,
2013-12-24,,,,0.0,,,,,,,0.0,,1.2479166666666666,184.35416666666663,3850.0,3600.0,,
2013-12-25,,,,0.0,,,,,,,0.0,,1.3741666666666663,294.75,3850.0,3600.0,,
2013-12-26,,,,0.0,,,,,,,0.2,,0.9225,240.3125,3850.0,3600.0,,
2013-12-27,,,,0.0,,,,,,,0.0,,1.56375,244.60416666666663,3850.0,3600.0,,
2013-12-28,,,,0.0,,,,,,,0.0,,2.2345833333333336,301.3333333333333,3850.0,3600.0,,
2013-12-29,,,,0.0,,,,,,,0.0,,1.3325,261.6458333333333,3850.0,3600.0,,
2013-12-30,,,,0.0,,,,,,,2.8000000000000003,,0.9441666666666668,227.83333333333331,3850.0,3600.0,,
2013-12-31,,,,0.0,,,,,,,17.0,,1.04875,170.375,3850.0,3600.0,,
2014-01-01,,,,0.0,,,,,,,8.0,,0.5870833333333333,209.0,3850.0,3600.0,,
2014-01-02,,,,0.0,,,,,,,3.8,,0.8816666666666667,149.52083333333334,3850.0,3600.0,,
2014-01-03,,,,0.0,,,,,,,0.2,,0.8716666666666667,248.72916666666663,3850.0,3600.0,,
2014-01-04,,,,0.0,,,,,,,7.6,,0.98625,212.3125,3850.0,3600.0,,
2014-01-05,,,,0.0,,,,,,,4.2,,0.8595833333333333,148.0,3850.0,3600.0,,
2014-01-06,,,,0.0,,,,,,,6.0,,0.4720833333333333,97.375,3850.0,3600.0,,
2014-01-07,,,,0.0,,,,,,,8.2,,1.0174999999999998,139.3125,3850.0,3600.0,,
2014-01-08,,,,0.0,,,,,,,12.8,,1.2695833333333333,176.16666666666666,3850.0,3600.0,,
2014-01-09,,,,0.0,,,,,,,4.4,,0.3879166666666667,106.54166666666669,3850.0,3600.0,,
2014-01-10,,,,0.0,,,,,,,0.2,,1.1741666666666666,122.79166666666669,3850.0,3600.0,,
2014-01-11,,,,0.0,,,,,,,0.8,,1.09125,213.83333333333331,3850.0,3600.0,,
2014-01-12,,,,0.0,,,,,,,0.0,,1.6587500000000002,186.14583333333331,3850.0,3600.0,,
2014-01-13,,,,0.0,,,,,,,0.0,,1.99375,220.4375,3850.0,3600.0,,
2014-01-14,,,,0.0,,,,,,,0.0,,1.6791666666666665,278.2083333333333,3850.0,3600.0,,
2014-01-15,,,,0.0,,,,,,,2.0,,0.87,184.10416666666663,3850.0,3600.0,,
2014-01-16,,,,0.0,,,,,,,1.2,,1.0179166666666666,199.35416666666663,3850.0,3600.0,,
2014-01-17,,,,0.0,,,,,,,5.2,,0.8395833333333332,225.29166666666663,3850.0,3600.0,,
2014-01-18,,,,0.0,,,,,,,0.6000000000000001,,0.9754166666666668,200.91666666666663,3850.0,3600.0,,
2014-01-19,,,,0.0,,,,,,,2.2,,0.7341666666666667,187.125,3850.0,3600.0,,
2014-01-20,,,,0.0,,,,,,,4.0,,1.1541666666666666,187.39583333333331,3850.0,3600.0,,
2014-01-21,,,,0.0,,,,,,,1.6,,1.0379166666666666,175.95833333333334,3850.0,3600.0,,
2014-01-22,,,,0.0,,,,,,,4.0,,0.5241666666666667,160.70833333333334,3850.0,3600.0,,
2014-01-23,,,,0.0,,,,,,,6.4,,0.8283333333333333,100.4375,3850.0,3600.0,,
2014-01-24,,,,0.0,,,,,,,5.2,,0.5979166666666667,125.35416666666669,3850.0,3600.0,,
2014-01-25,,,,0.0,,,,,,,1.0,,0.72375,116.1875,3850.0,3600.0,,
2014-01-26,,,,0.0,,,,,,,0.0,,1.28,195.54166666666663,3850.0,3600.0,,
2014-01-27,,,,0.0,,,,,,,0.0,,1.6054166666666667,231.625,3850.0,3600.0,,
2014-01-28,,,,0.0,,,,,,,0.0,,1.2804166666666668,199.125,3850.0,3600.0,,
2014-01-29,,,,0.0,,,,,,,0.0,,1.3433333333333335,278.7291666666667,3850.0,3600.0,,
2014-01-30,,,,0.0,,,,,,,0.0,,0.8395833333333332,158.6875,3850.0,3600.0,,
2014-01-31,,,,0.0,,,,,,,0.6000000000000001,,1.175,235.22916666666663,3850.0,3600.0,,
2014-02-01,,,,0.0,,,,,,,1.0,,0.8395833333333332,219.95833333333331,3850.0,3600.0,,
2014-02-02,,,,0.0,,,,,,,8.2,,1.175,204.4375,3850.0,3600.0,,
2014-02-03,,,,0.0,,,,,,,1.6,,0.4720833333333333,108.79166666666669,3850.0,3600.0,,
2014-02-04,,,,0.0,,,,,,,0.0,,1.4258333333333333,231.16666666666663,3850.0,3600.0,,
2014-02-05,,,,0.0,,,,,,,3.8,,1.25875,168.35416666666666,3850.0,3600.0,,
2014-02-06,,,,0.0,,,,,,,8.8,,0.64,149.25,3850.0,3600.0,,
2014-02-07,,,,0.0,,,,,,,0.0,,0.88125,221.97916666666663,3850.0,3600.0,,
2014-02-08,,,,0.0,,,,,,,0.2,,0.9758333333333332,200.125,3850.0,3600.0,,
2014-02-09,,,,0.0,,,,,,,7.8,,1.1758333333333333,177.20833333333334,3850.0,3600.0,,
2014-02-10,,,,0.0,,,,,,,10.0,,0.9341666666666666,141.60416666666666,3850.0,3600.0,,
2014-02-11,,,,0.0,,,,,,,0.4,,0.9554166666666668,201.125,3850.0,3600.0,,
2014-02-12,,,,0.0,,,,,,,21.4,,0.8708333333333332,135.0,3850.0,3600.0,,
2014-02-13,,,,0.0,,,,,,,6.8,,1.205833333333333,141.875,3850.0,3600.0,,
2014-02-14,,,,0.0,,,,,,,1.4,,0.6195833333333333,125.39583333333331,3850.0,3600.0,,
2014-02-15,,,,0.0,,,,,,,5.199999999999999,,0.86,141.10416666666666,3850.0,3600.0,,
2014-02-16,,,,0.0,,,,,,,3.2,,0.72375,211.29166666666663,3850.0,3600.0,,
2014-02-17,,,,0.0,,,,,,,3.0,,1.3745833333333335,230.625,3850.0,3600.0,,
2014-02-18,,,,0.0,,,,,,,2.8,,0.7758333333333334,163.25,3850.0,3600.0,,
2014-02-19,,,,0.0,,,,,,,7.8,,0.82875,114.1875,3850.0,3600.0,,
2014-02-20,,,,0.0,,,,,,,2.4000000000000004,,0.975,188.16666666666663,3850.0,3600.0,,
2014-02-21,,,,0.0,,,,,,,4.0,,0.65,104.02083333333331,3850.0,3600.0,,
2014-02-22,,,,0.0,,,,,,,25.2,,1.2375,202.39583333333331,3850.0,3600.0,,
2014-02-23,,,,0.0,,,,,,,15.0,,0.86,193.0,3850.0,3600.0,,
2014-02-24,,,,0.0,,,,,,,11.8,,1.3429166666666668,204.16666666666663,3850.0,3600.0,,
2014-02-25,,,,0.0,,,,,,,9.8,,1.2375,298.2708333333333,3850.0,3600.0,,
2014-02-26,,,,0.0,,,,,,,4.2,,0.8079166666666667,183.35416666666663,3850.0,3600.0,,
2014-02-27,,,,0.0,,,,,,,0.6000000000000001,,0.88125,146.25,3850.0,3600.0,,
2014-02-28,,,,0.0,,,,,,,8.4,,1.41625,218.70833333333331,3850.0,3600.0,,
2014-03-01,,,,0.0,,,,,,,3.8,,1.825416666666667,135.52083333333334,3850.0,3600.0,,
2014-03-02,,,,0.0,,,,,,,1.8,,1.29,192.25,3850.0,3600.0,,
2014-03-03,,,,0.0,,,,,,,5.4,,1.4683333333333335,184.10416666666663,3850.0,3600.0,,
2014-03-04,,,,0.0,,,,,,,7.6,,0.8608333333333333,154.83333333333334,3850.0,3600.0,,
2014-03-05,,,,0.0,,,,,,,4.6,,1.2695833333333333,176.45833333333334,3850.0,3600.0,,
2014-03-06,,,,0.0,,,,,,,3.0,,1.2066666666666668,181.58333333333331,3850.0,3600.0,,
2014-03-07,,,,0.0,,,,,,,6.0,,1.02875,153.5625,3850.0,3600.0,,
2014-03-08,,,,0.0,,,,,,,13.0,,0.83875,93.04166666666669,3850.0,3600.0,,
2014-03-09,,,,0.0,,,,,,,1.6,,1.7212500000000002,216.91666666666663,3850.0,3600.0,,
2014-03-10,,,,0.0,,,,,,,12.0,,1.4691666666666665,188.66666666666663,3850.0,3600.0,,
2014-03-11,,,,0.0,,,,,,,1.4,,1.1741666666666666,201.125,3850.0,3600.0,,
2014-03-12,,,,0.0,,,,,,,6.0,,0.99625,147.20833333333334,3850.0,3600.0,,
2014-03-13,,,,0.0,,,,,,,9.6,,0.63,148.5,3850.0,3600.0,,
2014-03-14,,,,0.0,,,,,,,5.4,,1.3016666666666663,189.97916666666663,3850.0,3600.0,,
2014-03-15,,,,0.0,,,,,,,2.8000000000000003,,0.9658333333333332,153.58333333333334,3850.0,3600.0,,
2014-03-16,,,,0.0,,,,,,,8.4,,0.9020833333333332,140.375,3850.0,3600.0,,
2014-03-17,,,,0.0,,,,,,,1.6,,0.8916666666666666,112.91666666666669,3850.0,3600.0,,
2014-03-18,,,,0.0,,,,,,,3.4,,1.1541666666666666,176.45833333333334,3850.0,3600.0,,
2014-03-19,,,,0.0,,,,,,,3.2,,1.3429166666666668,213.10416666666663,3850.0,3600.0,,
2014-03-20,,,,0.0,,,,,,,4.0,,1.26,190.95833333333331,3850.0,3600.0,,
2014-03-21,,,,0.0,,,,,,,2.8000000000000003,,1.028333333333333,194.0,3850.0,3600.0,,
2014-03-22,,,,0.0,,,,,,,4.8,,1.3329166666666667,137.54166666666666,3850.0,3600.0,,
2014-03-23,,,,0.0,,,,,,,2.0,,1.8258333333333332,234.95833333333331,3850.0,3600.0,,
2014-03-24,,,,0.0,,,,,,,3.4000000000000004,,1.090833333333333,166.5625,3850.0,3600.0,,
